day,solar_rad,airTemp,skyTemp,groundTemp
83.1875,0,-1.1,-12.6358,2.2
83.25,0,-1,-12.8042,2.2
83.3125,31.25,-0.4,-12.631,2.2
83.375,78.13,0.3,-12.3381,2.2
83.4375,229.91,2.7,-11.887,2.2
83.5,233.04,5,-11.4665,2.2
83.5625,54.91,5.4,-11.0896,2.2
83.625,63.84,5.5,-10.7985,2.2
83.6875,51.34,7.2,-10.3064,2.2
83.75,25.89,7.3,-9.50918,2.2
83.8125,0,7.5,-8.24871,2.3
83.875,0,7.4,-6.98204,2.3
83.9375,0,6.6,-6.4067,2.3
84,0,6.5,-5.91503,2.3
84.0625,0,5.3,-5.23547,2.3
84.125,0,4.5,-4.36498,2.3
84.1875,0,1,-4.09909,2.3
84.25,0,0.3,-4.43334,2.3
84.3125,58.48,-0.5,-5.03751,2.3
84.375,224.11,0.3,-5.60307,2.3
84.4375,505.36,2,-6.16278,2.3
84.5,648.21,2.7,-6.50928,2.3
84.5625,698.21,4.1,-6.52803,2.5
84.625,634.38,4.6,-6.45848,2.3
84.6875,408.93,4.6,-6.81892,2.3
84.75,239.29,4,-7.21624,2.3
84.8125,0,1.8,-7.79399,2.3
84.875,0,0.8,-8.33547,2.3
84.9375,0,-1.1,-9.03643,2.3
85,0,-1.9,-9.88391,2.3
85.0625,0,-3.1,-10.95,2.3
85.125,0,-3.5,-12.0211,2.3
85.1875,0,-4,-13.2236,2.1
85.25,0,-4.1,-14.456,2
85.3125,72.77,-4.1,-15.7165,1.9
85.375,238.84,-2.8,-16.9831,1.9
85.4375,551.34,0.1,-18.1212,2.3
85.5,653.13,1.5,-19.2551,2.3
85.5625,705.8,4.4,-20.2719,2.3
85.625,656.7,5.5,-21.0222,2.3
85.6875,416.52,7,-21.0942,2.3
85.75,238.39,7.1,-20.9486,2.3
85.8125,0,5.6,-20.4633,2.3
85.875,0,5.1,-19.952,2.3
85.9375,0,3.6,-19.5545,2.3
86,0,2.3,-19.2359,2.3
86.0625,0,1.7,-19.2357,2.3
86.125,0,0.8,-19.3192,2.3
86.1875,0,0.1,-19.181,2.3
86.25,0,-0.2,-19.2036,2.3
86.3125,82.59,-0.1,-19.415,2.3
86.375,250,1,-19.5882,2.3
86.4375,562.95,5.2,-19.6763,2.3
86.5,662.95,6.5,-19.5901,2.3
86.5625,510.71,8,-19.3436,3
86.625,656.25,9.1,-19.2086,2.3
86.6875,408.48,10.1,-18.8306,2.3
86.75,239.29,9.8,-18.3496,2.3
86.8125,0,7.3,-17.8165,2.3
86.875,0,5.5,-17.3618,2.3
86.9375,0,3.3,-16.6653,2.3
87,0,3.1,-15.7555,2.3
87.0625,0,3,-14.7824,2.3
87.125,0,3.1,-14.0255,2.3
87.1875,0,3.3,-13.4869,2.3
87.25,0,3.3,-13.015,2.3
87.3125,4.91,3.8,-12.492,2.3
87.375,22.77,1.8,-12.0564,2.3
87.4375,212.5,2,-11.8117,2.3
87.5,219.64,2.4,-11.4348,2.3
87.5625,173.66,2.9,-10.8694,2.3
87.625,106.25,3.3,-10.1798,2.3
87.6875,46.88,3.5,-9.37642,2.3
87.75,29.91,3.5,-8.5137,2.3
87.8125,0,3.3,-7.43959,2.3
87.875,0,3.3,-6.36548,2.3
87.9375,0,3.7,-5.27461,2.3
88,0,3.7,-4.31262,2.3
88.0625,0,3.3,-3.4742,2.3
88.125,0,3.5,-2.52666,2.3
88.1875,0,3.8,-1.7988,2.3
88.25,0,3.8,-1.1739,2.4
88.3125,88.39,4.4,-0.952387,2.3
88.375,239.73,6,-1.06677,2.4
88.4375,561.16,9.4,-1.47256,5.1
88.5,663.39,11.2,-2.08846,6.3
88.5625,570.98,14.1,-2.24574,6.7
88.625,261.16,13.8,-2.16311,4.9
88.6875,298.66,13.2,-1.98243,3.9
88.75,239.73,13.9,-2.07031,3.7
88.8125,0,11.7,-2.32462,2.4
88.875,0,9.9,-2.57114,2.4
88.9375,0,7.6,-2.67774,2.4
89,0,7.3,-2.70417,2.4
89.0625,0,6.5,-3.11445,2.4
89.125,0,5.8,-3.65276,2.4
89.1875,0,4.3,-4.30754,2.4
89.25,0,4.2,-4.9981,2.4
89.3125,90.63,3.5,-6.07221,2.4
89.375,262.5,4.2,-7.14632,2.4
89.4375,569.64,7.1,-8.16602,4.3
89.5,637.5,8.5,-8.96908,6.2
89.5625,483.04,9.2,-9.41341,5.3
89.625,421.43,9.3,-9.96669,3.9
89.6875,470.09,9.7,-10.9429,3.4
89.75,252.68,9.5,-11.4748,3.4
89.8125,0,7.8,-11.7341,2.6
89.875,0,6.9,-11.587,2.6
89.9375,0,5.6,-11.4696,2.6
90,0,5.1,-11.3943,2.6
90.0625,0,4.1,-11.8134,2.6
90.125,0,3.8,-12.4095,2.6
90.1875,0,3.4,-12.9221,2.6
90.25,0,3.5,-13.2382,2.6
90.3125,80.8,4.5,-13.8144,2.5
90.375,236.16,6.2,-14.2636,2.5
90.4375,531.7,11.4,-14.3024,2.5
90.5,626.34,13.8,-14.4046,6.1
90.5625,669.64,17.7,-13.9199,8.4
90.625,621.88,18.6,-13.4819,7
90.6875,392.86,18.9,-13.1575,6.1
90.75,221.88,18.7,-12.5825,5.5
90.8125,0,16.7,-11.5364,3
90.875,0,15.6,-10.5219,2.8
90.9375,0,15.2,-9.65385,2.8
91,0,14.6,-9.0326,2.8
91.0625,0,13.1,-8.83782,2.8
91.125,0,12.7,-8.52819,2.8
91.1875,0,11.4,-7.81313,2.8
91.25,0,9.7,-7.63689,2.8
91.3125,74.55,9.8,-7.57868,2.8
91.375,230.36,11.5,-7.44728,2.8
91.4375,316.52,14.4,-6.87127,6.1
91.5,364.29,16.4,-6.16842,7.3
91.5625,255.8,16.1,-5.46957,7.5
91.625,341.52,16.7,-4.87003,7.6
91.6875,179.46,16.3,-3.99286,7.1
91.75,132.14,16.2,-3.19447,6.6
91.8125,0,15.1,-2.01086,4.3
91.875,0,13.5,-1.11804,3.4
91.9375,0,13.4,-0.28745,3.5
92,0,13.3,0.529593,3.5
92.0625,0,12.7,0.695319,3.5
92.125,0,9.9,0.744815,3.5
92.1875,0,5.5,1.04928,3.5
92.25,0,4.9,1.2339,3.5
92.3125,81.7,4.3,0.466068,3.5
92.375,102.68,4.7,0.389747,3.5
92.4375,459.75,7.2,-0.226867,4.72
92.5,569.02,8.6,-0.770762,5.83
92.5625,551.68,10.7,-1.04764,6.8
92.625,505.87,11.4,-1.28399,6.32
92.6875,120.54,10,-0.987774,5.8
92.75,70.09,10,-0.570871,5
92.8125,0,9,-0.076332,4.1
92.875,0,7.8,0.440924,4.1
92.9375,0,6.6,0.626971,4.2
93,0,6,0.720957,4.2
93.0625,0,5.4,0.75542,4.2
93.125,0,5.3,0.874046,4.2
93.1875,0,5.2,0.696325,4.2
93.25,0,5.1,0.536337,4.3
93.3125,14.29,3.5,0.166179,4.3
93.375,32.59,3.5,-0.0346088,4.3
93.4375,186.61,4.6,-0.565481,4.3
93.5,341.07,6.3,-1.23293,4.6
93.5625,197.32,8.7,-1.28787,5
93.625,120.98,9.2,-1.04056,4.9
93.6875,69.64,9.5,-0.828695,4.5
93.75,36.61,9.4,-0.738681,4.5
93.8125,0,8.6,0.046197,4.6
93.875,0,7.8,0.046123,4.6
93.9375,0,6,0.579606,4.7
94,0,5.3,1.19763,4.7
94.0625,0,5.2,1.73909,4.6
94.125,0,5.4,2.2451,4.6
94.1875,0,5.8,2.31468,4.6
94.25,0,5.9,2.36228,4.6
94.3125,26.34,5.8,2.38187,4.6
94.375,199.11,5.3,1.65,4.6
94.4375,564.29,4.8,0.479881,5.9
94.5,700.89,5.5,-0.686148,7.4
94.5625,756.25,5.8,-1.81618,8.5
94.625,704.91,6.2,-2.94199,6.3
94.6875,461.16,5.9,-3.86221,5
94.75,290.63,5.4,-4.75663,5.1
94.8125,0,3.5,-5.52969,5.1
94.875,0,2.4,-6.29906,5.1
94.9375,0,0.7,-6.84502,4.8
95,0,-0.6,-7.46139,4.7
95.0625,0,-1.8,-8.42223,4.6
95.125,0,-2.1,-9.50174,4.4
95.1875,0,-2.8,-10.6554,4
95.25,0,-2.9,-11.8025,4.1
95.3125,120.54,-2.6,-12.8656,3.9
95.375,301.34,-1.3,-13.8038,4.1
95.4375,609.38,2.7,-14.6598,4.3
95.5,706.7,4.5,-15.6322,6.3
95.5625,752.68,8.6,-16.7322,8.6
95.625,701.79,9.9,-17.6396,8.2
95.6875,444.64,11.7,-18.3746,7.7
95.75,251.34,11.2,-19.0731,7.1
95.8125,0,9.3,-19.5069,4.9
95.875,0,8,-19.3929,5
95.9375,0,6.6,-19.0246,5
96,0,5.8,-18.6718,5
96.0625,0,4.1,-18.3145,4.6
96.125,0,3.9,-17.9542,4.6
96.1875,0,2.5,-17.7788,4.5
96.25,0,1.9,-17.6552,4.4
96.3125,131.25,4.3,-17.8734,4.3
96.375,256.7,6,-17.9681,4.2
96.4375,607.59,8.9,-18.1285,6.8
96.5,698.21,10.1,-18.0218,7.8
96.5625,737.5,12.8,-17.7968,9.8
96.625,699.11,14.3,-17.6827,10.6
96.6875,450,15.9,-17.7108,9.9
96.75,244.64,15.6,-17.2521,9.7
96.8125,0,11.4,-16.35,7.3
96.875,0,9.8,-15.2552,6.7
96.9375,0,7.4,-14.2235,5.8
97,0,7,-13.2652,5.5
97.0625,0,6.4,-12.0929,5.5
97.125,0,6,-11.128,5.5
97.1875,0,6.2,-10.4079,5.4
97.25,0,6.5,-9.71583,5.4
97.3125,85.27,7,-9.41706,5.8
97.375,205.8,8.5,-9.35156,6.6
97.4375,229.91,10.4,-8.72858,7.6
97.5,433.48,10.1,-8.29373,7.9
97.5625,748.66,11.4,-8.11571,9.8
97.625,690.18,12.4,-7.77228,10.4
97.6875,455.36,13,-7.52898,9.7
97.75,283.04,12.8,-7.2373,9.4
97.8125,8.93,10.6,-6.65962,6.9
97.875,0,9.7,-6.17101,6.1
97.9375,0,8.2,-5.70765,6.1
98,0,7.7,-5.28673,6
98.0625,0,7.4,-4.86281,5.7
98.125,0,7.4,-4.24044,5.7
98.1875,0,7.2,-3.14108,5.5
98.25,0,6.8,-2.64647,5.4
98.3125,28.57,6.8,-2.47282,5.5
98.375,179.02,8.2,-2.8074,5.5
98.4375,473.21,12.6,-3.22273,7.6
98.5,689.73,15.5,-3.60183,9
98.5625,609.82,19.8,-3.81522,11.2
98.625,594.2,20.3,-3.98978,11.5
98.6875,451.79,18.6,-4.48713,10.9
98.75,283.04,17.6,-4.9344,10.6
98.8125,9.38,15.1,-5.09893,9.2
98.875,0,14.1,-4.96158,8.5
98.9375,0,11.1,-5.45037,6.7
99,0,9.8,-5.74059,6.5
99.0625,0,8.1,-5.80336,6.5
99.125,0,7.3,-6.07605,6.2
99.1875,0,5.2,-6.30022,5.9
99.25,0,4.4,-6.35203,5.6
99.3125,86.61,3.8,-6.60923,5.5
99.375,209.38,4.8,-6.85492,5.8
99.4375,413.39,6.5,-7.07714,7.2
99.5,451.34,7.7,-7.23172,7.8
99.5625,128.57,8.4,-7.09572,8
99.625,94.2,8.6,-6.96016,7.9
99.6875,93.75,5.3,-7.14069,7.1
99.75,56.7,4.6,-7.16725,6.7
99.8125,1.79,4.3,-7.17898,6.1
99.875,0,4.5,-6.89081,6.1
99.9375,0,6,-6.42719,6.1
100,0,5.9,-5.94157,6.1
100.063,0,5,-6.13714,6
100.125,0,3.4,-6.35603,6
100.188,0,2.4,-6.39953,5.7
100.25,0,2.4,-6.42141,5.6
100.313,116.96,1.7,-7.18958,5.6
100.375,323.21,2.8,-7.9107,5.5
100.438,633.93,5.6,-8.41319,6.9
100.5,733.04,6,-8.91061,7.8
100.563,778.57,6.5,-9.23164,9.7
100.625,715.63,6.5,-9.48408,8.7
100.688,474.55,6.8,-9.52657,7.2
100.75,298.21,6.1,-9.76547,6.4
100.813,11.16,4.3,-9.88231,6.2
100.875,0,3.1,-9.99353,6
100.938,0,0.9,-10.2025,5.7
101,0,0.2,-10.5903,5.4
101.063,0,-0.4,-11.316,4.9
101.125,0,-0.8,-12.1483,4.7
101.188,0,-2.2,-13.0366,4.4
101.25,0,-2.1,-13.9649,4.3
101.313,155.36,-1.6,-15.029,4.2
101.375,340.63,0,-16.0774,4.5
101.438,645.98,3,-17.1574,5.2
101.5,652.68,4.4,-18.2222,6.8
101.563,752.23,6.8,-18.9545,8.7
101.625,554.02,7.9,-19.3826,9
101.688,215.18,8.4,-19.451,8.4
101.75,109.38,8.1,-19.3917,7.8
101.813,2.68,6.7,-18.4321,5.9
101.875,0,5.6,-17.5368,5.9
101.938,0,2.8,-16.6287,5.9
102,0,2.6,-15.7066,5.9
102.063,0,2.2,-14.9762,5.8
102.125,0,1.8,-14.3599,5.6
102.188,0,1.2,-14.2442,5.5
102.25,0,0.8,-14.0905,5.2
102.313,152.68,1.6,-14.2941,5
102.375,332.59,3.1,-14.505,5.3
102.438,640.18,6.6,-14.6274,6.9
102.5,734.38,7.5,-14.7127,8
102.563,758.48,8.5,-14.809,9.5
102.625,707.14,9,-14.6833,9.9
102.688,484.82,8.6,-14.3954,8.9
102.75,304.91,8.5,-14.0545,7.9
102.813,11.61,7,-13.6863,6.2
102.875,0,6.2,-13.3126,6.2
102.938,0,4.6,-12.9959,5.9
103,0,4.2,-12.6072,5.9
103.063,0,3.3,-12.1651,5.6
103.125,0,2.5,-12.1543,5.4
103.188,0,1.6,-12.4713,4.9
103.25,0,0.9,-13.0361,4.8
103.313,160.71,0.6,-13.9957,4.8
103.375,318.3,1.4,-14.891,5.3
103.438,567.86,3.2,-15.7991,6.1
103.5,709.82,4.4,-16.7212,7.1
103.563,786.61,6.4,-17.6031,8.8
103.625,768.3,7.2,-18.3979,9.1
103.688,422.77,7.7,-18.6438,8.1
103.75,214.73,7.1,-18.7781,6.8
103.813,11.61,5.9,-18.3237,5.9
103.875,0,5,-17.7051,6
103.938,0,4.6,-16.9366,5.7
104,0,4.6,-16.2277,5.7
104.063,0,3.9,-15.8411,5.5
104.125,0,3.4,-15.6534,5.2
104.188,0,3,-15.1353,5.1
104.25,0,2.8,-14.7694,5.1
104.313,177.23,3.1,-15.1375,5
104.375,331.25,4.6,-15.5112,5.4
104.438,557.14,6.7,-15.7725,6.9
104.5,576.34,7.6,-16.1612,7.5
104.563,509.38,9,-16.3016,8.6
104.625,478.57,10.3,-16.0902,9
104.688,389.29,11.2,-15.7063,9
104.75,263.84,11.2,-15.0684,9.1
104.813,7.59,8.8,-14.0468,7.6
104.875,0,7.6,-13.0283,6.6
104.938,0,5.5,-12.092,6.2
105,0,5,-11.2123,6.1
105.063,0,3.9,-10.4288,6.1
105.125,0,3.5,-9.83271,5.9
105.188,0,3.2,-9.60484,5.4
105.25,0,3.3,-9.50282,5.2
105.313,166.07,3.6,-9.95716,5
105.375,347.77,5.5,-10.5758,5.5
105.438,654.02,9.2,-11.3443,7.5
105.5,745.54,10.2,-12.0532,8.7
105.563,781.25,12.9,-12.155,10.8
105.625,633.93,13.6,-12.0823,11.2
105.688,401.79,14.3,-12.2815,10.5
105.75,194.2,14.1,-12.3199,10.2
105.813,10.71,11.5,-11.5369,8.4
105.875,0,7.2,-10.8849,6.9
105.938,0,5.1,-10.4164,6.6
106,0,4.3,-9.9836,6.6
106.063,0,2.9,-9.81181,6.3
106.125,0,2.6,-9.82537,6.2
106.188,0,2.7,-9.70238,6
106.25,0,2.4,-10.0429,5.8
106.313,117.41,2.4,-10.7198,5.8
106.375,279.91,3.9,-11.5666,6.1
106.438,318.75,5.5,-11.956,7
106.5,317.41,6.5,-12.2727,7.4
106.563,578.42,9.6,-12.6131,9.32
106.625,454.84,10,-12.5932,9.41
106.688,80.36,7.4,-12.0505,8.4
106.75,45.54,6.4,-11.4943,7.7
106.813,2.23,4.3,-10.479,6.4
106.875,0,3.2,-9.45296,6.4
106.938,0,0.4,-8.50038,6.2
107,0,0.5,-7.55486,6.1
107.063,0,0.9,-6.8549,5.8
107.125,0,1.2,-6.29362,5.9
107.188,0,2.6,-5.9082,5.9
107.25,0,2.6,-5.71618,5.8
107.313,184.82,3.1,-5.93244,5.7
107.375,274.55,3.9,-5.9515,5.8
107.438,377.68,6.1,-5.91053,7
107.5,305.36,7.5,-5.42292,7.5
107.563,336.61,7.9,-5.07147,8.2
107.625,459.82,7.4,-4.99722,8.4
107.688,225.89,7.8,-4.937,8.4
107.75,235.27,8.1,-4.83601,7.8
107.813,5.8,4.8,-4.20576,6.4
107.875,0,4.7,-3.44283,6.4
107.938,0,4.4,-3.01194,6.4
108,0,4.4,-2.58617,6.4
108.063,0,4.5,-2.03606,6.3
108.125,0,4.2,-1.8432,6.3
108.188,0,3.9,-1.80373,6.1
108.25,0,4.1,-1.76507,6.2
108.313,95.54,4.9,-2.0999,6.1
108.375,241.96,6.2,-2.53481,6.1
108.438,630.8,9.6,-3.0882,8
108.5,500.45,10.9,-3.36116,8.8
108.563,475.89,12,-3.62302,9.8
108.625,263.84,12.3,-3.59538,9.6
108.688,97.32,11.2,-3.52878,9
108.75,47.77,10.1,-3.32884,8.8
108.813,11.16,8.6,-3.00184,7.2
108.875,0,7.7,-2.58977,6.9
108.938,0,7,-2.54924,6.8
109,0,6.3,-2.89894,6.8
109.063,0,6.2,-2.99476,6.6
109.125,0,5.9,-2.81709,6.5
109.188,0,5.3,-3.11982,6.4
109.25,0,4.4,-3.24985,6.3
109.313,170.09,4.9,-4.22486,6.2
109.375,351.34,6.1,-5.15953,6.2
109.438,606.25,9.7,-5.85805,8
109.5,598.21,10.7,-6.3302,8.9
109.563,563.39,12.2,-6.68095,10.1
109.625,324.55,12.5,-6.59807,10.3
109.688,373.66,12.3,-7.10231,10.1
109.75,219.64,12.2,-7.52978,10
109.813,1.34,7.4,-7.0843,8.3
109.875,0,6.2,-6.57599,7.3
109.938,0,5.5,-5.89491,7.1
110,0,5.1,-5.46089,7
110.063,0,4.6,-5.12013,7
110.125,0,4.4,-5.1896,7
110.188,0,4.1,-5.31432,6.7
110.25,0,3.6,-5.42617,6.7
110.313,155.36,4.1,-5.87594,6.6
110.375,336.61,5.4,-6.44063,6.6
110.438,429.02,8.4,-6.52012,7.9
110.5,450,9.4,-6.45191,8.5
110.563,578.42,9.6,-6.76901,9.32
110.625,45.09,9.6,-6.5109,9
110.688,106.7,7.8,-6.02496,8.8
110.75,39.73,6.8,-5.43109,8.4
110.813,8.93,6,-4.4272,7.1
110.875,0,5.8,-3.60116,7.1
110.938,0,5,-2.93243,7.1
111,0,4.7,-2.44727,7.1
111.063,0,4.6,-2.13689,6.8
111.125,0,4.5,-2.08026,6.8
111.188,0,4.8,-1.72847,6.6
111.25,0,5.2,-1.53549,6.6
111.313,180.36,5.4,-2.66141,6.4
111.375,357.14,6.9,-3.43152,6.5
111.438,598.66,10,-3.89969,8.3
111.5,787.05,11.6,-4.4653,9.3
111.563,796.43,13.6,-4.67369,10.8
111.625,620.54,13.9,-4.84099,11.1
111.688,356.25,14.6,-5.12161,11
111.75,173.21,14.4,-5.24601,10.7
111.813,12.5,13,-4.79617,9.5
111.875,0,11.6,-4.4802,8.1
111.938,0,9.5,-4.31357,7.5
112,0,8.5,-4.2853,7.5
112.063,0,7.3,-3.98727,7.4
112.125,0,6.9,-4.21071,7.4
112.188,0,6.3,-4.36067,7.2
112.25,0,5.9,-4.42454,7.1
112.313,60.27,6.7,-4.43072,7
112.375,137.05,7.8,-4.33043,7
112.438,286.61,10.1,-4.42236,8.2
112.5,250.45,10.8,-4.60222,8.6
112.563,273.66,10.5,-4.75005,8.9
112.625,247.32,10.8,-4.82871,9.1
112.688,132.14,10.3,-4.6595,9.1
112.75,60.71,9.9,-4.3326,9
112.813,1.34,8.8,-3.16743,8.4
112.875,0,8.5,-2.34099,8
112.938,0,8,-1.77636,7.4
113,0,8,-1.13,7.4
113.063,0,8.2,-0.757811,7.4
113.125,0,8.4,-0.331563,7.3
113.188,0,7.7,0.148277,7.3
113.25,0,7.5,0.49257,7.3
113.313,28.13,7.1,0.746163,7.3
113.375,45.54,7.3,1.08007,7.4
113.438,79.91,7.4,1.43128,7.7
113.5,154.91,7.7,1.76591,8.1
113.563,128.57,8.5,2.07718,8.5
113.625,103.57,7.9,2.27414,8.5
113.688,58.93,6.7,2.48279,8.5
113.75,35.71,6.4,2.50775,8.1
113.813,5.8,6.1,2.4752,7.4
113.875,0,5.8,2.29023,7.4
113.938,0,3.7,1.83687,7.3
114,0,3,1.35571,7.3
114.063,0,1.2,0.589214,7.1
114.125,0,0.3,-0.276475,7
114.188,0,-0.8,-1.30493,6.3
114.25,0,-1.4,-2.43952,6
114.313,207.14,-1,-3.60469,5.7
114.375,393.75,0.2,-4.76047,5.7
114.438,687.5,3.9,-5.93721,6.7
114.5,771.43,5.8,-7.12453,7.6
114.563,807.14,8.1,-8.14685,9.3
114.625,750,8.7,-8.9586,9.2
114.688,511.16,9,-9.69494,8.3
114.75,341.52,8.7,-10.5198,7.9
114.813,25.45,7.4,-11.2628,7
114.875,0,6.4,-12.022,7
114.938,0,4.5,-12.7542,7
115,0,3.9,-13.4624,6.7
115.063,0,2.9,-14.2597,6.1
115.125,0,2.7,-15.0654,5.9
115.188,0,1.7,-15.9791,5.5
115.25,0,1.1,-16.875,5.3
115.313,208.48,2.2,-17.8401,5.3
115.375,392.86,3.6,-18.5815,5.8
115.438,687.5,6.7,-18.9841,7.5
115.5,770.98,8.2,-19.3249,8.3
115.563,783.93,10.7,-18.998,10.2
115.625,536.61,11.5,-18.3986,10.3
115.688,433.48,12.3,-17.9657,10.3
115.75,288.39,12.5,-17.4442,10.1
115.813,23.66,10.7,-16.858,7.5
115.875,0,9.5,-16.1535,7.1
115.938,0,9.3,-15.3754,7.2
116,0,9.3,-14.621,7.1
116.063,0,7.9,-14.14,7
116.125,0,7.7,-13.8291,6.9
116.188,0,7,-13.424,6.8
116.25,0,7,-12.8372,6.8
116.313,131.25,8,-12.5535,6.8
116.375,102.68,8.4,-11.9891,6.7
116.438,589.73,11.1,-11.9501,8.8
116.5,767.86,12.1,-12.0272,9.7
116.563,574.11,14.4,-11.5589,11.3
116.625,345.98,14,-10.8983,11
116.688,261.16,15.9,-10.0687,11.1
116.75,55.8,12.9,-9.15449,10.4
116.813,12.95,10.4,-8.21972,8.9
116.875,0,10.1,-7.05791,8.2
116.938,0,7.2,-6.06831,7.7
117,0,5.8,-5.48491,7.7
117.063,0,3.8,-5.5084,7.4
117.125,0,3.3,-5.76903,7.2
117.188,0,3,-5.87443,6.8
117.25,0,2.9,-6.07361,6.5
117.313,220.09,4.1,-6.65981,6.6
117.375,401.34,6,-7.36434,7
117.438,585.27,8.7,-7.96066,8.6
117.5,526.34,9.8,-8.28616,9.2
117.563,277.23,9.8,-8.17285,9.3
117.625,230.8,10.2,-8.01583,9.5
117.688,140.18,10.4,-7.82698,9.3
117.75,129.02,10.3,-7.7559,9.3
117.813,22.77,8.9,-7.57754,7.7
117.875,0,7.7,-7.88526,7.5
117.938,0,5.7,-7.73259,7.4
118,0,4.8,-7.49121,7.3
118.063,0,3.8,-7.81996,6.9
118.125,0,2.9,-8.27106,6.6
118.188,0,1.9,-8.82223,6.2
118.25,0,1.7,-9.33715,6
118.313,217.41,4.5,-10.2719,6.1
118.375,395.54,6.5,-11.4337,6.7
118.438,544.64,9.5,-12.1471,8.6
118.5,688.39,10.6,-12.3634,9.2
118.563,586.46,13.2,-12.0753,10.98
118.625,512.4,13.6,-11.6774,11.13
118.688,341.88,14.4,-11.1267,11.37
118.75,222,14,-10.5191,10.96
118.813,24.35,12,-9.65732,9.59
118.875,0,10.8,-8.78733,8.89
118.938,0,8.7,-8.18929,8.35
119,0,7.6,-7.90567,7.81
119.063,0,6.3,-8.07388,7.47
119.125,0,5.8,-8.34234,7.31
119.188,0,4.8,-8.80705,6.94
119.25,0,4.5,-9.26056,6.79
119.313,180.27,6,-10.0833,6.77
119.375,339.96,7.6,-10.5606,7.02
119.438,555.13,10.5,-10.7054,8.92
119.5,628.57,11.6,-10.7505,9.68
119.563,586.46,13.2,-10.5151,10.98
119.625,512.4,13.6,-10.2149,11.13
119.688,395.09,14,-10.0772,11.4
119.75,341.07,14.8,-9.9288,11.2
119.813,32.14,13.3,-9.17884,9.8
119.875,0,11,-8.4717,8.2
119.938,0,7.6,-8.14991,7.8
120,0,7.4,-7.90411,7.8
120.063,0,7.2,-7.45644,7.7
120.125,0,6.4,-7.3924,7.6
120.188,0,5.1,-7.73416,7.1
120.25,0,4.8,-8.10488,6.9
120.313,225.89,5.7,-8.96665,6.9
120.375,408.93,7.9,-9.83664,7.2
120.438,695.09,11.5,-10.4658,9.5
120.5,778.57,12.9,-11.0921,10.4
120.563,812.05,14.7,-11.4938,12.2
120.625,755.8,15.6,-11.6752,12.5
120.688,517.86,16.8,-11.5839,12.9
120.75,351.79,16.7,-11.454,12.2
120.813,33.48,12.8,-10.7891,10.1
120.875,0,11,-10.2564,8.4
120.938,0,8.6,-10.0038,8.2
121,0,8.4,-9.791,8.1
121.063,0,8.3,-9.7515,7.9
121.125,0,7.9,-9.81818,7.6
121.188,0,7.2,-9.71051,7.1
121.25,0,7.6,-9.71148,6.9
121.313,225,9.7,-10.4614,7
121.375,406.25,11.6,-11.1426,7.4
121.438,690.18,15.5,-11.4518,10.2
121.5,775.45,16.8,-11.6506,11.3
121.563,808.04,18.7,-12.1622,13.2
121.625,754.02,19.2,-12.2991,13.8
121.688,517.86,19.8,-12.0027,14
121.75,351.34,19.7,-11.6708,13.4
121.813,33.48,17.1,-10.7897,11.8
121.875,0,15.1,-9.95849,10.2
121.938,0,12.1,-9.33503,8.6
122,0,11.8,-8.6268,8.6
122.063,0,10.5,-8.07894,8.4
122.125,0,9.4,-7.78702,8.3
122.188,0,7.8,-7.74182,7.7
122.25,0,7.1,-7.76233,7.7
122.313,211.61,11.8,-8.26823,7.7
122.375,390.63,14.1,-8.65622,7.8
122.438,693.3,17.1,-8.79535,11.1
122.5,778.13,17.2,-8.92844,12.2
122.563,809.38,18.9,-8.95094,13.8
122.625,750,19.4,-8.88579,14
122.688,514.73,19.4,-8.71465,14.1
122.75,347.77,18.9,-8.53203,13.3
122.813,35.71,16.2,-7.73451,11.8
122.875,0,14.4,-6.92984,10.8
122.938,0,11.7,-6.34788,9.2
123,0,10.5,-5.94927,8.9
123.063,0,9,-5.82337,8.8
123.125,0,8.9,-5.66228,8.7
123.188,0,7.6,-5.84795,8.6
123.25,0,6.9,-6.10182,8.5
123.313,127.68,7.9,-6.66056,8.3
123.375,462.05,10.7,-7.31751,8.5
123.438,298.21,13.6,-7.13141,10.5
123.5,273.66,14.5,-6.90523,10.8
123.563,277.68,15.2,-6.66183,11
123.625,384.82,16.2,-6.3839,11.4
123.688,184.82,15.5,-5.94564,11.5
123.75,102.68,14.7,-5.40901,11.2
123.813,16.96,12.9,-4.3056,10.6
123.875,0,12.2,-3.30507,10.3
123.938,0,10.3,-2.54317,9.3
124,0,10.2,-1.79577,9
124.063,0,6.3,-1.81149,7.47
124.125,0,5.8,-1.93764,7.31
124.188,0,4.8,-2.2403,6.94
124.25,0,4.5,-2.5324,6.79
124.313,180.27,6,-3.28625,6.77
124.375,339.96,7.6,-3.96659,7.02
124.438,555.13,10.5,-4.47901,8.92
124.5,628.57,11.6,-4.8788,9.68
124.563,586.46,13.2,-4.9407,10.98
124.625,512.4,13.6,-5.02899,11.13
124.688,341.88,14.4,-4.79797,11.37
124.75,222,14,-4.50521,10.96
124.813,24.35,12,-3.96587,9.59
124.875,0,10.8,-3.27011,8.89
124.938,0,8.7,-3.4505,8.35
125,0,7.6,-3.7586,7.81
125.063,0,6.3,-4.14822,7.47
125.125,0,5.8,-4.53665,7.31
125.188,0,4.8,-5.11142,6.94
125.25,0,4.5,-5.75742,6.79
